#This file generated by merge_baronies.c
3346;45;27;73;c_ranthambore;x;
3483;129;12;169;c_vairata;x;
3341;45;12;198;c_gwalior;x;
3345;3;24;200;c_naddula;x;
3487;87;24;171;c_medantaka;x;
3486;45;21;43;c_mandavyapura;x;
3490;3;33;45;c_godwad;x;
7945;7;192;200;c_trigarta;x;
7946;49;195;73;c_sakala;x;
3424;171;48;12;c_dipalpur;x;
3428;129;60;14;c_bhera;x;
3436;45;84;18;c_gurjaratra;x;
3427;87;57;141;c_shorkot;x;
3420;3;36;10;c_lahur;x;
3416;45;24;8;c_karor;x;
4520;4;141;60;c_kalat;x;
3411;45;9;133;c_karur;x;
3417;87;27;136;c_kafirkot;x;
3414;171;18;7;c_multan;x;
3409;171;3;132;c_uch;x;
3444;171;108;22;c_bannu;x;
4523;130;150;189;c_urgun;x;
3441;45;99;148;c_purushapura;x;
3439;171;93;147;c_udabhanda;x;
3442;87;102;21;c_nandana;x;
7950;7;207;75;c_allai;x;
3446;45;114;23;c_kasmira;x;
9025;9;24;140;c_astore;x;
7957;91;15;206;c_gilgit;x;
7955;7;9;205;c_yasin;x;
7953;133;3;204;c_golaghmuli;x;
1377;85;84;216;c_lakhnau;x;
1284;169;18;42;c_manikpur;x;
1328;127;150;64;c_prayaga;x;
3972;87;201;86;c_kalpi;x;
1414;169;195;7;c_asni;x;
1356;43;21;78;c_kanyakubja;x;
3961;45;168;208;c_mahoba;x;
3967;87;186;211;c_gurgi;x;
3964;171;177;82;c_kalanjara;x;
3966;45;183;83;c_damoh;x;
3956;45;153;78;c_naimisa;x;
3954;171;147;77;c_ayodhya;x;
3958;129;159;79;c_sravasti;x;
3365;3;84;210;c_somnath;x;
3358;129;63;79;c_vardhamana;x;
3368;129;93;84;c_valabhi;x;
3362;87;75;81;c_bhumilka;x;
3351;45;42;203;c_kutch;x;
3353;129;48;204;c_dvaraka;x;
3356;45;57;78;c_dhamalpur;x;
3374;171;111;87;c_mohadavasaka;x;
3372;87;105;86;c_sarasvata_mandala;x;
3377;87;120;216;c_khetaka;x;
3379;171;126;217;c_vadodara;x;
3383;129;138;219;c_navasarika;x;
3384;171;141;92;c_daman;x;
3472;87;192;36;c_sambhal;x;
3474;171;198;37;c_katehar;x;
3469;171;183;162;c_vodamayutja;x;
7944;175;189;72;c_sthanisvara;x;
3475;3;201;165;c_delhi;x;
3451;45;129;153;c_hastinapura;x;
3458;129;150;29;c_tribandapura;x;
3459;171;153;157;c_sarasvati;x;
3456;45;144;28;c_hisar;x;
3462;87;162;31;c_mathura;x;
3466;45;174;33;c_sripatha;x;
3464;171;168;32;c_kol;x;
7857;91;141;156;c_gutti;x;
7862;91;156;31;c_adoni;x;
7861;49;153;158;c_uchangidurga;x;
7853;133;129;154;c_banavasi;x;
7873;133;189;164;c_vaijayanti;x;
7878;133;204;39;c_idatarainadu;x;
7876;49;198;38;c_koppam;x;
7871;49;183;163;c_vatapi;x;
7887;91;18;171;c_sagar;x;
7901;49;60;178;c_kalyani;x;
7849;175;117;152;c_talakad;x;
7865;7;165;160;c_srirangapatna;x;
7867;91;171;161;c_mahishaka;x;
8712;92;150;56;c_maldives;x;
7802;91;189;1;c_kerala;x;
7814;175;12;7;c_venadu;x;
7798;133;177;99;c_alupa;x;
7827;91;51;141;c_kanchipuram;x;
7821;49;33;138;c_nellore;x;
7825;7;45;140;c_penugonda;x;
7817;91;21;136;c_renandu;x;
7838;133;84;19;c_cholamandalam;x;
7832;91;66;16;c_tiruvannamalai;x;
7834;175;72;17;c_tagadur;x;
7805;7;198;130;c_kongu;x;
7813;133;9;134;c_madurai;x;
7808;133;207;4;c_uraiyur;x;
7905;7;72;180;c_pannagallu;x;
7904;175;69;52;c_racakonda;x;
7906;49;75;53;c_balkonda;x;
7907;91;78;181;c_orangallu;x;
7910;7;87;55;c_kambampet;x;
7930;7;147;65;c_canda;x;
7931;49;150;193;c_ramagiri;x;
7935;7;162;195;c_vairagara;x;
7927;91;138;191;c_acalapura;x;
7790;7;153;95;c_surparaka;x;
7795;7;168;225;c_kanara;x;
7794;175;165;97;c_panaji;x;
7923;133;126;189;c_mahur;x;
7919;175;114;187;c_mulaka;x;
7917;91;108;186;c_devagiri;x;
7924;175;129;62;c_vatsagulma;x;
7889;175;24;172;c_kondana;x;
7898;133;51;49;c_trikuta;x;
7892;91;33;46;c_naldurg;x;
7884;175;9;42;c_taradavadi;x;
7879;175;207;167;c_kolhapur;x;
7896;49;45;48;c_ashmaka;x;
7912;91;93;56;c_vengipura;x;
7916;49;105;58;c_mosala;x;
7846;49;108;23;c_palakka;x;
7844;175;102;22;c_cumbum;x;
7842;91;96;21;c_nallamala;x;
3280;3;42;40;c_batticaloa;x;
3268;129;6;34;c_rohana;x;
3284;171;54;42;c_phiti;x;
3285;3;57;170;c_trincomalee;x;
3287;87;63;171;c_jaffna;x;
3279;171;39;167;c_kandy;x;
3288;129;66;44;c_dakhina_desa;x;
3276;45;30;38;c_kotte;x;
8494;176;135;47;c_ganale;x;
8501;50;156;178;c_gode;x;
8423;134;135;139;c_gidaya;x;
8489;176;120;172;c_marsabit;x;
8485;8;108;170;c_el_waak;x;
8486;50;111;43;c_lag_dera;x;
8487;92;114;171;c_fudalhi;x;
8456;50;21;28;c_sidamo;x;
8419;176;123;137;c_bali;x;
8508;134;177;54;c_ras_hafun;x;
8505;8;168;180;c_nugaal;x;
8509;176;180;182;c_barbacadle;x;
8513;134;192;184;c_mudug;x;
8491;50;126;173;c_jubba;x;
8496;50;141;48;c_baydhabo;x;
8479;176;90;167;c_luuq;x;
8495;8;138;175;c_qalaafe;x;
8473;134;72;164;c_jilib;x;
8497;92;144;176;c_hiraab;x;
8475;8;78;165;c_mogadishu;x;
8511;50;186;183;c_hobyo;x;
8472;92;69;36;c_mareeg;x;
4762;88;15;81;c_ashir;x;
4751;46;195;203;c_figuig;x;
4657;88;126;156;c_yalala;x;
4662;88;141;31;c_tahert;x;
4637;88;66;146;c_bejaia;x;
4640;4;75;20;c_satif;x;
4673;130;174;164;c_tlemcen;x;
4670;4;165;35;c_hunyan;x;
4666;46;153;33;c_orania;x;
4676;46;183;38;c_wajda;x;
4651;46;108;153;c_algier;x;
4654;172;117;27;c_tanas;x;
4619;172;12;137;c_laghwat;x;
4610;4;198;5;c_arigh;x;
6322;90;9;61;c_ghardaia;x;
4615;4;0;135;c_wargla;x;
4644;172;87;22;c_hodna;x;
4634;172;57;17;c_bilizma;x;
4754;172;204;77;c_biskra;x;
6472;90;33;36;c_zammour;x;
6482;90;63;41;c_tiris;x;
6652;90;147;26;c_tindouf;x;
6591;48;177;223;c_tamentit;x;
6468;132;21;34;c_touat;x;
6655;6;156;155;c_saoura;x;
4761;46;12;208;c_taghaza;x;
6481;48;60;168;c_amatlus;x;
6479;174;54;167;c_azukki;x;
6650;6;141;25;c_wadan;x;
6447;90;171;151;c_zawila;x;
6669;174;198;162;c_murzuk;x;
6459;174;207;157;c_germa;x;
6456;48;198;28;c_dirku;x;
6668;132;195;34;c_djado;x;
6659;174;168;157;c_bilma;x;
6665;6;186;160;c_bodele;x;
6666;48;189;33;c_tibesti;x;
6496;48;105;48;c_ain_galakka;x;
6660;6;171;30;c_air;x;
6658;132;165;29;c_takkeda;x;
6663;132;180;159;c_djanet;x;
6661;48;174;158;c_ghat;x;
6664;174;183;32;c_tessalit;x;
6567;90;105;211;c_tadmekka;x;
4756;46;210;78;c_draa;x;
4726;46;120;63;c_agadir;x;
4732;88;138;66;c_sous;x;
4758;130;3;79;c_ifni;x;
4736;46;150;68;c_tudgha;x;
4759;172;6;207;c_sijilmasa;x;
4742;88;168;71;c_ziz;x;
8715;8;159;185;c_fuerteventura;x;
8713;134;153;184;c_canarias;x;
8716;50;162;58;c_madeira;x;
4717;88;93;186;c_tinmallal;x;
4712;88;78;56;c_tadla;x;
4722;88;108;61;c_asfi;x;
4731;46;135;193;c_marrakesh;x;
4705;4;57;180;c_tamasna;x;
4747;88;183;201;c_fazaz;x;
4682;88;201;41;c_ceuta;x;
4679;172;192;167;c_melilla;x;
4686;46;0;43;c_tangiers;x;
4696;46;30;48;c_fes;x;
4701;46;45;178;c_gharb;x;
4699;172;39;177;c_meknes;x;
4748;130;186;74;c_taza;x;
4745;4;177;200;c_muluya;x;
4574;172;90;87;c_gabes;x;
4577;88;99;216;c_sfax;x;
4624;172;27;12;c_west_qamuda;x;
4597;88;159;226;c_kairwan;x;
4626;46;33;13;c_tabassa;x;
4567;88;69;211;c_jafara;x;
4569;172;75;212;c_tripolitana;x;
4566;46;66;83;c_djerba;x;
4556;46;36;78;c_labda;x;
4552;88;24;76;c_syrte;x;
4564;172;60;82;c_waddan;x;
4752;88;198;76;c_annaba;x;
4632;88;51;16;c_constantine;x;
4605;4;183;130;c_souf;x;
4571;46;81;213;c_ghadames;x;
4606;46;186;3;c_qashtiliya;x;
6321;48;6;188;c_bir_amir;x;
4753;130;201;204;c_tunis;x;
4580;4;108;90;c_mahdiya;x;
4587;88;129;221;c_satfura;x;
4591;46;141;223;c_medjerda;x;
4994;172;72;97;c_giurgiu;x;
4999;172;87;227;c_calarasi;x;
5004;173;102;2;c_braila;x;
4996;46;78;98;c_bucuresti;x;
5002;89;96;1;c_buzau;x;
4976;46;18;88;c_severin;x;
4987;88;51;221;c_craiova;x;
4984;172;42;92;c_calafat;x;
4979;172;27;217;c_targu_jiu;x;
5009;173;117;132;c_campulung;x;
4989;172;57;222;c_tabla_butii;x;
5007;89;111;131;c_polovragi;x;
3913;129;24;184;c_bereg;x;
3918;129;39;59;c_marmaros;x;
3939;171;102;197;c_feher;x;
3923;129;54;189;c_beszterce;x;
3946;45;123;73;c_szekelyfold;x;
3928;129;69;64;c_torda;x;
3945;3;120;200;c_barcasag;x;
3941;45;108;198;c_fogaras;x;
3933;129;84;194;c_hunyad;x;
3977;87;3;216;c_vas;x;
3826;45;189;13;c_veszprem;x;
3819;171;168;137;c_sopron;x;
3823;129;180;139;c_gyor;x;
3739;126;193;150;c_szerem;x;
3866;45;96;33;c_csongrad;x;
3864;171;90;32;c_bodrog;x;
3830;3;201;15;c_bacs;x;
3973;129;204;214;c_temes;x;
3879;171;135;167;c_keve;x;
3884;171;150;42;c_krasso;x;
3974;171;207;87;c_csanad;x;
3906;45;3;53;c_arad;x;
3896;45;186;48;c_zemplen;x;
3871;45;111;163;c_borsod;x;
3978;129;6;89;c_abauj;x;
3862;87;84;31;c_spis;x;
3860;3;78;30;c_saris;x;
3897;58;134;213;c_ungvar;x;
3912;87;21;56;c_szatmar;x;
3975;3;210;215;c_zarand;x;
3875;3;123;165;c_bekes;x;
3892;87;174;46;c_szabolcs;x;
3947;87;126;201;c_bihar;x;
3814;171;153;7;c_trenscen;x;
3834;171;0;17;c_nyitra;x;
3810;3;141;5;c_orava;x;
3847;87;39;151;c_bars;x;
3979;171;9;217;c_gemer;x;
3857;87;69;156;c_zolyom;x;
3855;3;63;155;c_lipto;x;
3934;171;87;67;c_poszony;x;
3853;11;28;46;c_hont;x;
3841;45;21;148;c_tolna;x;
3838;129;12;19;c_somogy;x;
3829;171;198;142;c_kolon;x;
3845;3;33;150;c_baranya;x;
3807;87;132;131;c_szekesfehervar;x;
3916;45;33;58;c_komarom;x;
3948;23;60;90;c_hewes;x;
3976;45;0;88;c_esztergom;x;
3804;171;123;2;c_visegrad;x;
5028;131;174;14;c_galati;x;
5020;5;150;10;c_orhei;x;
5022;89;156;11;c_soroca;x;
5024;173;162;12;c_iasi;x;
5026;47;168;13;c_barlad;x;
5030;5;180;15;c_stoenesti;x;
5016;47;138;8;c_tigheci;x;
5018;131;144;9;c_lapusna;x;
5014;173;132;7;c_chilia;x;
5011;47;123;133;c_cetatea_alba;x;
5039;173;207;147;c_dorohoi;x;
5033;131;189;144;c_neamnt;x;
5037;89;201;146;c_suceava;x;
5042;89;3;21;c_hotin;x;
1889;169;129;172;c_navarra;x;
1903;127;171;179;c_najera;x;
1902;85;168;51;c_tudela;x;
1805;1;90;130;c_ipuskoa;x;
1808;127;99;4;c_viscaya;x;
1921;43;12;188;c_avila;x;
1913;127;201;184;c_salamanca;x;
1911;43;195;183;c_leon;x;
1910;1;192;55;c_zamora;x;
1827;85;156;141;c_benavente;x;
1823;127;144;139;c_pravia;x;
1817;85;126;136;c_asturias_de_oviedo;x;
1898;127;156;49;c_valladolid;x;
1926;43;27;63;c_cuellar;x;
1922;85;15;61;c_olmedo;x;
1908;127;186;54;c_burgos;x;
1909;169;189;182;c_soria;x;
1815;1;120;135;c_asturias_de_santillana;x;
1904;169;174;52;c_amaya;x;
1770;1;198;85;c_viseu;x;
2003;128;45;129;c_aveiro;x;
1773;127;207;214;c_castelo_branco;x;
1758;127;162;79;c_coimbra;x;
1767;85;189;211;c_braganza;x;
1766;43;186;83;c_porto;x;
1776;43;3;88;c_elvas;x;
1777;85;6;216;c_beja;x;
1755;1;153;205;c_lisboa;x;
1780;1;15;90;c_alcacer_do_sal;x;
1749;169;135;202;c_silves;x;
1750;1;138;75;c_faro;x;
1956;43;117;78;c_merida;x;
1990;1;6;95;c_badajoz;x;
1954;169;111;77;c_caceres;x;
1998;127;30;99;c_medellin;x;
1917;85;0;186;c_plasencia;x;
1866;43;60;33;c_girona;x;
1879;169;99;167;c_tarragona;x;
1884;169;114;42;c_lleida;x;
1878;127;96;39;c_urgell;x;
1877;85;93;166;c_barcelona;x;
1875;1;87;165;c_puigcerda;x;
1882;85;108;41;c_fraga;x;
1943;127;78;199;c_albarracin;x;
1893;127;141;174;c_alcaniz;x;
3221;45;78;138;c_alto_aragon;x;
1888;127;126;44;c_zaragoza;x;
1934;169;51;67;c_calatayud;x;
1971;43;162;213;c_murcia;x;
1964;169;141;82;c_alarcon;x;
2004;170;48;2;c_alcaraz;x;
2002;86;42;1;c_menorca;x;
8735;8;6;195;c_mallorca;x;
2000;2;36;0;c_iviza;x;
1941;43;72;198;c_castellon;x;
1939;169;66;197;c_valencia;x;
1946;43;87;73;c_teruel;x;
1940;1;69;70;c_alicante;x;
1969;169;156;212;c_denia;x;
1784;169;27;92;c_tui;x;
1791;43;48;223;c_santiago;x;
1818;127;129;9;c_monterrei;x;
1790;1;45;95;c_coruna;x;
1821;43;138;138;c_astorga;x;
1974;169;171;87;c_almeria;x;
1978;127;183;89;c_granada;x;
1848;127;6;24;c_malaga;x;
1984;169;201;92;c_cabra;x;
1838;127;189;19;c_moura;x;
1992;85;12;96;c_niebla;x;
1983;127;198;219;c_algeciras;x;
1844;169;207;22;c_cadiz;x;
1993;127;15;224;c_sevilla;x;
1935;1;54;195;c_molina;x;
1959;169;126;207;c_mora;x;
1962;85;135;81;c_malagon;x;
1929;169;36;192;c_madrid;x;
1951;43;102;203;c_cuenca;x;
1920;1;9;60;c_toledo;x;
1986;43;207;93;c_andujar;x;
1966;43;147;83;c_calatrava;x;
1999;169;33;227;c_cordoba;x;
1989;169;3;222;c_almader;x;
1658;127;75;29;c_cardiganshire;x;
1666;43;99;33;c_merioneth;x;
1674;169;123;37;c_anglesey;x;
1669;169;108;162;c_caernarfonshire;x;
1672;85;117;36;c_denbighshire;x;
1660;1;81;30;c_brecknockshire;x;
1651;43;54;153;c_glamorgan;x;
1656;43;69;28;c_pembrokeshire;x;
1653;127;60;154;c_carmarthenshire;x;
1631;43;207;143;c_monmouthshire;x;
1662;85;87;31;c_sir_faesyfed;x;
1634;169;3;17;c_hereford;x;
1664;169;93;32;c_maldwyn;x;
40;0;120;20;c_leinster;x;
44;168;132;22;c_ossory;x;
51;42;153;153;c_ormond;x;
54;168;162;27;c_desmond;x;
48;126;144;24;c_thomond;x;
32;84;96;16;c_dublin;x;
36;42;108;18;c_athlone;x;
12;84;36;6;c_ailech;x;
15;0;45;135;c_ulster;x;
19;168;57;137;c_oriel;x;
27;126;84;14;c_breifne;x;
23;126;69;139;c_connacht;x;
1688;127;165;44;c_ayrshire;x;
1684;169;153;42;c_galloway;x;
1681;43;144;168;c_annandale;x;
1685;1;156;170;c_carrick;x;
1697;85;192;176;c_lennox;x;
1691;43;174;173;c_inner_hebrides;x;
1694;169;183;47;c_outer_hebrides;x;
1702;85;207;51;c_argyll;x;
1739;169;105;197;c_lanarkshire;x;
1733;127;87;194;c_linlithgowshire;x;
1676;43;129;38;c_dunbar;x;
1740;1;108;70;c_teviotdale;x;
1730;1;78;65;c_lothian;x;
1699;169;198;177;c_isle_of_man;x;
1745;1;123;200;c_gowrie;x;
1744;169;120;72;c_atholl;x;
1722;85;54;61;c_mearns;x;
1726;43;66;63;c_fife;x;
1736;43;96;68;c_strathearn;x;
1723;127;57;189;c_angus;x;
1711;43;21;183;c_inverness;x;
1717;85;39;186;c_moray;x;
1708;127;12;54;c_caithness;x;
1706;43;6;53;c_sutherland;x;
1714;169;30;57;c_buchan;x;
1704;169;0;52;c_ross;x;
1623;127;183;139;c_derby;x;
1638;127;15;19;c_westmorland;x;
1641;43;24;148;c_lancashire;x;
1645;1;36;150;c_cheshire;x;
1560;1;207;80;c_oxfordshire;x;
1582;85;60;91;c_gloucestershire;x;
1564;169;6;82;c_wiltshire;x;
1557;85;198;206;c_berkshire;x;
1525;1;102;190;c_norfolk;x;
1521;43;90;188;c_suffolk;x;
1537;85;138;196;c_cambridgeshire;x;
1579;169;51;217;c_somerset;x;
1549;169;174;202;c_isle_of_wight;x;
1568;127;18;84;c_dorset;x;
1548;127;171;74;c_hampton;x;
1587;85;75;221;c_lincolnshire;x;
1590;1;84;95;c_east_riding;x;
1598;127;108;99;c_north_riding;x;
1599;169;111;227;c_west_riding;x;
1626;43;192;13;c_worcestershire;x;
1648;127;45;24;c_shropshire;x;
1617;85;165;136;c_leicestershire;x;
1602;85;120;1;c_northamptonshire;x;
1605;1;129;130;c_warwickshire;x;
1543;127;156;199;c_huntingdonshire;x;
1629;169;201;142;c_staffordshire;x;
1620;1;174;10;c_nottinghamshire;x;
1505;1;42;180;c_kent;x;
1509;169;54;182;c_sussex;x;
1513;127;66;184;c_surrey;x;
1554;169;189;77;c_buckinghamshire;x;
1533;127;126;194;c_hertfordshire;x;
1517;85;78;186;c_essex;x;
1530;1;117;65;c_middlesex;x;
1540;1;147;70;c_bedford;x;
1612;85;150;6;c_northumberland;x;
1608;127;138;4;c_durham;x;
1642;85;27;21;c_cumberland;x;
1575;1;39;215;c_cornwall;x;
1572;85;30;86;c_devon;x;
3689;243;75;103;c_dorostorum;x;
3678;136;119;40;c_vratsa;x;
3684;91;20;115;c_turnovo;x;
3674;249;177;211;c_sredets;x;
3681;82;102;193;c_nikopolis;x;
3692;117;222;114;c_aytos;x;
3651;175;49;44;c_strumica;x;
3647;64;48;159;c_skopje;x;
3653;240;209;147;c_pirin;x;
3660;216;101;0;c_pomoravlje;x;
3656;110;144;255;c_velbazhd;x;
3663;69;225;208;c_naissus;x;
3641;165;182;0;c_ohrid;x;
5010;5;120;5;c_constanta;x;
3693;234;121;246;c_mesembria;x;
3617;168;253;226;c_rhodopes;x;
3637;34;150;66;c_kran;x;
3634;19;103;44;c_beroe;x;
3627;211;80;35;c_adrianopolis;x;
3622;155;57;23;c_zherkovo;x;
3625;165;36;151;c_philippopolis;x;
3630;246;131;250;c_burgas;x;
3670;129;29;204;c_vidin;x;
3666;63;178;228;c_branicevo;x;
5728;131;144;64;c_hayk;x;
5785;5;102;220;c_dvin;x;
5732;89;156;66;c_bagrewand;x;
5787;89;108;221;c_suenik;x;
5735;5;165;195;c_vanand;x;
5784;173;99;92;c_khachen;x;
5708;131;84;54;c_melitene;x;
5712;89;96;56;c_mesopotamia;x;
5709;173;87;182;c_theodosiopolis;x;
5724;173;132;62;c_vaspurakan;x;
5715;5;105;185;c_turuberan;x;
5719;173;117;187;c_apahunik;x;
3716;173;0;64;c_antipatreia;x;
3724;149;0;0;c_debar;x;
3712;193;187;0;c_avlonas;x;
3721;140;40;41;c_arbanon;x;
3717;0;153;74;c_dyrrachion;x;
3710;63;95;34;c_buthrotum;x;
3696;221;242;161;c_cephalonia;x;
3701;42;79;137;c_nicopolis;x;
3709;157;49;35;c_epeiros;x;
3698;26;108;118;c_aetolia;x;
3705;36;57;90;c_metzovo;x;
5753;131;6;204;c_svaneti;x;
5757;89;18;206;c_guria;x;
5750;5;210;75;c_odishi;x;
5746;47;198;73;c_abkhazia;x;
5760;5;27;80;c_tbilisi;x;
5767;89;48;211;c_kakheti;x;
5770;5;57;85;c_hereti;x;
5762;89;33;81;c_lori;x;
5741;47;183;198;c_klarjeti;x;
5737;89;171;196;c_tao;x;
5743;131;189;199;c_kartli;x;
5697;89;51;176;c_acampse;x;
3556;190;149;116;c_pagania;x;
3503;158;70;77;c_zavrsje;x;
3563;25;186;44;c_zachlumia;x;
3539;124;241;20;c_modrus;x;
3544;227;153;41;c_lika;x;
3540;168;141;32;c_gacka;x;
2521;44;108;188;c_cherso;x;
3532;122;75;16;c_zagorje;x;
3530;35;113;177;c_pozega;x;
3535;168;100;27;c_zagreb;x;
3610;76;73;17;c_vukovar;x;
3569;103;4;154;c_ragusa;x;
3547;135;153;99;c_zadar;x;
3550;156;130;32;c_knin;x;
3552;145;173;201;c_cetina;x;
3519;94;158;176;c_vodica;x;
3511;197;233;86;c_soli;x;
3523;128;55;62;c_pset;x;
3508;191;182;123;c_donjikraji;x;
3568;117;99;204;c_vhrbosna;x;
3514;116;88;198;c_usora;x;
3527;100;144;207;c_rama;x;
3517;88;188;198;c_vrbas;x;
5577;89;117;216;c_hadrianopolis;x;
5684;173;12;42;c_galatia;x;
5573;131;105;214;c_honorias;x;
5534;173;201;67;c_ionia;x;
5531;47;192;193;c_aeolis;x;
5549;173;33;202;c_chonae;x;
5540;5;6;70;c_thyatira;x;
5541;47;9;198;c_hadrianeia;x;
5550;5;36;75;c_lydia;x;
5569;173;93;212;c_tarsos;x;
5570;5;96;85;c_bithynia;x;
5564;173;78;82;c_phrygia;x;
5556;47;54;78;c_mysia;x;
5559;173;63;207;c_prusa;x;
5554;173;48;77;c_nikaea;x;
3774;148;113;45;c_serres;x;
3769;162;61;22;c_mosynopolis;x;
3785;236;160;186;c_veria;x;
3777;43;170;73;c_chalkidike;x;
3780;248;226;140;c_thessalonika;x;
3762;56;29;87;c_brysis;x;
496;42;210;48;c_byzantion;x;
3766;28;145;58;c_kalliopolis;x;
3757;202;109;18;c_naxos;x;
3753;156;70;181;c_lesbos;x;
3742;84;20;139;c_rhodos;x;
3754;225;76;11;c_chios;x;
3751;187;210;218;c_abydos;x;
3790;10;155;176;c_demetrias;x;
3797;215;91;227;c_thessaliotis;x;
3788;0;89;133;c_thessalia;x;
3794;131;211;165;c_neopatras;x;
5615;5;18;135;c_kaisereia;x;
5621;47;36;138;c_charsianon;x;
5623;131;42;139;c_kyzistra;x;
5631;47;66;143;c_cappadocia;x;
5634;173;75;17;c_lower_galatia;x;
5662;89;159;31;c_philomelium;x;
5667;89;174;161;c_pisidia;x;
